2026-01-05 02:11:13 - INFO: Verification failed with the loop bound: assume(i >= n + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 1, feed_back_iter: 0, verification_time: 1.1570815555751324, infer_time: 1.7263384908437729, tokens: 800
2026-01-05 02:11:14 - INFO: Verification failed with the loop bound: assume(i >= n + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 2, feed_back_iter: 0, verification_time: 0.9350978247821331, infer_time: 1.7263384908437729, tokens: 800
2026-01-05 02:11:15 - INFO: Verification failed with the loop bound: assume(i >= n + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 3, feed_back_iter: 0, verification_time: 1.5588207729160786, infer_time: 1.7263384908437729, tokens: 800
2026-01-05 02:11:24 - INFO: Const-add verification failed with the loop bound: assume(i >= n + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, const_part: 3, verification_time: 8.447096012532711, infer_time: 1.7263384908437729, feed_back_iter: 0, tokens: 800
2026-01-05 02:11:26 - INFO: Verification failed with the loop bound: assume(i >= n + 1); assume(i >= x + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 1, feed_back_iter: 1, verification_time: 1.4325907789170742, infer_time: 1.2986516021192074, tokens: 893
2026-01-05 02:11:27 - INFO: Verification failed with the loop bound: assume(i >= n + 1); assume(i >= x + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 2, feed_back_iter: 1, verification_time: 0.7630705796182156, infer_time: 1.2986516021192074, tokens: 893
2026-01-05 02:11:53 - INFO: Verification failed with the loop bound: assume(i >= n + 1); assume(i >= x + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 3, feed_back_iter: 1, verification_time: 25.398566834628582, infer_time: 1.2986516021192074, tokens: 893
2026-01-05 02:12:53 - INFO: Const-add verification timed out with the loop bound: assume(i >= n + 1); assume(i >= x + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, const_part: 3, verification_time: 25.398566834628582, infer_time: 1.2986516021192074, feed_back_iter: 1, tokens: 893
2026-01-05 02:12:55 - INFO: Verification failed with the loop bound: assume(i >= n + x + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 1, feed_back_iter: 2, verification_time: 1.3610765933990479, infer_time: 1.1251525208353996, tokens: 895
2026-01-05 02:13:14 - INFO: Verification failed with the loop bound: assume(i >= n + x + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 2, feed_back_iter: 2, verification_time: 18.94347992911935, infer_time: 1.1251525208353996, tokens: 895
2026-01-05 02:14:14 - INFO: Verification timed out with the loop bound: assume(i >= n + x + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 3, infer_time: 1.1251525208353996, feed_back_iter: 2, tokens: 895
2026-01-05 02:15:14 - INFO: Const-add verification timed out with the loop bound: assume(i >= n + x + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, const_part: 3, verification_time: 18.94347992911935, infer_time: 1.1251525208353996, feed_back_iter: 2, tokens: 895
2026-01-05 02:15:29 - INFO: Verification failed with the loop bound: assume(i >= 2 * n + x + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 1, feed_back_iter: 3, verification_time: 13.47916465997696, infer_time: 1.3355920799076557, tokens: 892
2026-01-05 02:16:29 - INFO: Verification timed out with the loop bound: assume(i >= 2 * n + x + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 2, infer_time: 1.3355920799076557, feed_back_iter: 3, tokens: 892
2026-01-05 02:17:29 - INFO: Verification timed out with the loop bound: assume(i >= 2 * n + x + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 3, infer_time: 1.3355920799076557, feed_back_iter: 3, tokens: 892
2026-01-05 02:18:29 - INFO: Const-add verification timed out with the loop bound: assume(i >= 2 * n + x + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, const_part: 3, verification_time: 13.47916465997696, infer_time: 1.3355920799076557, feed_back_iter: 3, tokens: 892
2026-01-05 02:18:31 - INFO: Verification failed with the loop bound: assume(i >= 2 * n + x + y);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 1, feed_back_iter: 4, verification_time: 0.5246270224452019, infer_time: 1.5096893310546875, tokens: 894
2026-01-05 02:19:32 - INFO: Verification timed out with the loop bound: assume(i >= 2 * n + x + y);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 2, infer_time: 1.5096893310546875, feed_back_iter: 4, tokens: 894
2026-01-05 02:20:32 - INFO: Verification timed out with the loop bound: assume(i >= 2 * n + x + y);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 3, infer_time: 1.5096893310546875, feed_back_iter: 4, tokens: 894
