2026-01-17 08:20:50 - INFO: Verification failed with the loop bound: assume(i >= x + n);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 1, feed_back_iter: 0, verification_time: 0.5129618756473064, infer_time: 366.71763096004725, tokens: 11458
2026-01-17 08:20:51 - INFO: Verification failed with the loop bound: assume(i >= x + n);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 2, feed_back_iter: 0, verification_time: 0.7074667364358902, infer_time: 366.71763096004725, tokens: 11458
2026-01-17 08:21:16 - INFO: Verification failed with the loop bound: assume(i >= x + n);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 3, feed_back_iter: 0, verification_time: 25.347366623580456, infer_time: 366.71763096004725, tokens: 11458
2026-01-17 08:22:16 - INFO: Const-add verification timed out with the loop bound: assume(i >= x + n);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, const_part: 3, verification_time: 25.347366623580456, infer_time: 366.71763096004725, feed_back_iter: 0, tokens: 11458
2026-01-17 08:28:57 - INFO: Verification failed with the loop bound: assume(i >= x + n + y);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 1, feed_back_iter: 1, verification_time: 0.5172757171094418, infer_time: 400.2122661322355, tokens: 12629
2026-01-17 08:28:58 - INFO: Verification failed with the loop bound: assume(i >= x + n + y);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 2, feed_back_iter: 1, verification_time: 0.7251377515494823, infer_time: 400.2122661322355, tokens: 12629
2026-01-17 08:29:05 - INFO: Verification failed with the loop bound: assume(i >= x + n + y);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 3, feed_back_iter: 1, verification_time: 7.537892010062933, infer_time: 400.2122661322355, tokens: 12629
2026-01-17 08:30:01 - INFO: Const-add verification failed with the loop bound: assume(i >= x + n + y);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, const_part: 3, verification_time: 55.699276216328144, infer_time: 400.2122661322355, feed_back_iter: 1, tokens: 12629
2026-01-17 08:37:44 - INFO: Verification failed with the loop bound: assume(i >= x + 2*n + y);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 1, feed_back_iter: 2, verification_time: 0.6643279045820236, infer_time: 462.5602984689176, tokens: 14227
2026-01-17 08:38:44 - INFO: Verification timed out with the loop bound: assume(i >= x + 2*n + y);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 2, infer_time: 462.5602984689176, feed_back_iter: 2, tokens: 14227
2026-01-17 08:39:44 - INFO: Verification timed out with the loop bound: assume(i >= x + 2*n + y);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 3, infer_time: 462.5602984689176, feed_back_iter: 2, tokens: 14227
2026-01-17 08:40:31 - INFO: Const-add verification failed with the loop bound: assume(i >= x + 2*n + y);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, const_part: 3, verification_time: 46.28959012776613, infer_time: 462.5602984689176, feed_back_iter: 2, tokens: 14227
2026-01-17 08:49:14 - INFO: Verification failed with the loop bound: assume(i >= 2*x + 2*n + 2*y);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 1, feed_back_iter: 3, verification_time: 0.5932774245738983, infer_time: 522.875582575798, tokens: 15699
2026-01-17 08:50:14 - INFO: Verification timed out with the loop bound: assume(i >= 2*x + 2*n + 2*y);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 2, infer_time: 522.875582575798, feed_back_iter: 3, tokens: 15699
2026-01-17 08:51:14 - INFO: Verification timed out with the loop bound: assume(i >= 2*x + 2*n + 2*y);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 3, infer_time: 522.875582575798, feed_back_iter: 3, tokens: 15699
2026-01-17 08:52:14 - INFO: Const-add verification timed out with the loop bound: assume(i >= 2*x + 2*n + 2*y);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, const_part: 3, verification_time: 0.5932774245738983, infer_time: 522.875582575798, feed_back_iter: 3, tokens: 15699
2026-01-17 09:00:49 - INFO: Verification failed with the loop bound: assume(i >= 3*x + 3*n + 3*y);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 1, feed_back_iter: 4, verification_time: 0.5274256132543087, infer_time: 513.8532715439796, tokens: 15849
2026-01-17 09:01:49 - INFO: Verification timed out with the loop bound: assume(i >= 3*x + 3*n + 3*y);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 2, infer_time: 513.8532715439796, feed_back_iter: 4, tokens: 15849
2026-01-17 09:02:49 - INFO: Verification timed out with the loop bound: assume(i >= 3*x + 3*n + 3*y);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 3, infer_time: 513.8532715439796, feed_back_iter: 4, tokens: 15849
2026-01-17 09:03:49 - INFO: Const-add verification timed out with the loop bound: assume(i >= 3*x + 3*n + 3*y);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, const_part: 3, verification_time: 0.5274256132543087, infer_time: 513.8532715439796, feed_back_iter: 4, tokens: 15849
2026-01-17 09:09:52 - INFO: Verification failed with the loop bound: assume(i0 >= x && i1 >= 2*n + 2);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 1, feed_back_iter: 5, verification_time: 0.7225497104227543, infer_time: 362.1357979439199, tokens: 11722
2026-01-17 09:09:53 - INFO: Verification failed with the loop bound: assume(i0 >= x && i1 >= 2*n + 2);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 2, feed_back_iter: 5, verification_time: 1.027378335595131, infer_time: 362.1357979439199, tokens: 11722
2026-01-17 09:09:54 - INFO: Verification failed with the loop bound: assume(i0 >= x && i1 >= 2*n + 2);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 3, feed_back_iter: 5, verification_time: 0.9133383892476559, infer_time: 362.1357979439199, tokens: 11722
2026-01-17 09:10:54 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= x && i1 >= 2*n + 2);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, const_part: 3, verification_time: 0.9133383892476559, infer_time: 362.1357979439199, feed_back_iter: 5, tokens: 11722
2026-01-17 09:11:09 - INFO: Retrying request to /chat/completions in 0.454035 seconds
2026-01-17 09:11:20 - INFO: Retrying request to /chat/completions in 0.943460 seconds
2026-01-17 09:18:42 - INFO: Verification failed with the loop bound: assume(i0 >= x && i1 >= 2*n + 3);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 1, feed_back_iter: 6, verification_time: 0.8821407184004784, infer_time: 425.62134259194136, tokens: 13424
2026-01-17 09:18:43 - INFO: Verification failed with the loop bound: assume(i0 >= x && i1 >= 2*n + 3);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 2, feed_back_iter: 6, verification_time: 1.0145237110555172, infer_time: 425.62134259194136, tokens: 13424
2026-01-17 09:18:44 - INFO: Verification failed with the loop bound: assume(i0 >= x && i1 >= 2*n + 3);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 3, feed_back_iter: 6, verification_time: 1.0789011232554913, infer_time: 425.62134259194136, tokens: 13424
2026-01-17 09:19:44 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= x && i1 >= 2*n + 3);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, const_part: 3, verification_time: 1.0789011232554913, infer_time: 425.62134259194136, feed_back_iter: 6, tokens: 13424
2026-01-17 09:26:21 - INFO: Verification timed out with the loop bound: assume(i0 >= x + y + 1 && i1 >= 2*n + 2);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 1, infer_time: 336.1523711755872, feed_back_iter: 7, tokens: 15175
2026-01-17 09:27:21 - INFO: Verification timed out with the loop bound: assume(i0 >= x + y + 1 && i1 >= 2*n + 2);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 2, infer_time: 336.1523711755872, feed_back_iter: 7, tokens: 15175
2026-01-17 09:28:21 - INFO: Verification timed out with the loop bound: assume(i0 >= x + y + 1 && i1 >= 2*n + 2);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 3, infer_time: 336.1523711755872, feed_back_iter: 7, tokens: 15175
