2026-01-05 02:34:10 - INFO: Verification timed out with the loop bound: assume(i >= 2*x*n + 3*n + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 1, infer_time: 52.74122453480959, feed_back_iter: 0, tokens: 13098
2026-01-05 02:35:12 - INFO: Verification timed out with the loop bound: assume(i >= 2*x*n + 3*n + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 2, infer_time: 52.74122453480959, feed_back_iter: 0, tokens: 13098
2026-01-05 02:36:13 - INFO: Verification timed out with the loop bound: assume(i >= 2*x*n + 3*n + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 3, infer_time: 52.74122453480959, feed_back_iter: 0, tokens: 13098
2026-01-05 02:37:14 - INFO: Const-add verification timed out with the loop bound: assume(i >= 2*x*n + 3*n + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, const_part: 3, verification_time: 0, infer_time: 52.74122453480959, feed_back_iter: 0, tokens: 13098
2026-01-05 02:39:08 - INFO: Verification timed out with the loop bound: assume(i >= 2*x*n + x + 2*n + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 1, infer_time: 53.90987894311547, feed_back_iter: 1, tokens: 12579
2026-01-05 02:40:08 - INFO: Verification timed out with the loop bound: assume(i >= 2*x*n + x + 2*n + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 2, infer_time: 53.90987894311547, feed_back_iter: 1, tokens: 12579
2026-01-05 02:41:08 - INFO: Verification timed out with the loop bound: assume(i >= 2*x*n + x + 2*n + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 3, infer_time: 53.90987894311547, feed_back_iter: 1, tokens: 12579
2026-01-05 02:42:08 - INFO: Const-add verification timed out with the loop bound: assume(i >= 2*x*n + x + 2*n + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, const_part: 3, verification_time: 0, infer_time: 53.90987894311547, feed_back_iter: 1, tokens: 12579
2026-01-05 02:44:26 - INFO: Verification timed out with the loop bound: assume(i >= 2*x + 2*n + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 1, infer_time: 77.7341933362186, feed_back_iter: 2, tokens: 18118
2026-01-05 02:45:26 - INFO: Verification timed out with the loop bound: assume(i >= 2*x + 2*n + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 2, infer_time: 77.7341933362186, feed_back_iter: 2, tokens: 18118
2026-01-05 02:46:26 - INFO: Verification timed out with the loop bound: assume(i >= 2*x + 2*n + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 3, infer_time: 77.7341933362186, feed_back_iter: 2, tokens: 18118
2026-01-05 02:47:26 - INFO: Const-add verification timed out with the loop bound: assume(i >= 2*x + 2*n + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, const_part: 3, verification_time: 0, infer_time: 77.7341933362186, feed_back_iter: 2, tokens: 18118
2026-01-05 02:49:41 - INFO: Verification timed out with the loop bound: assume(i >= 2*x + 2*n + 2);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 1, infer_time: 75.20978911221027, feed_back_iter: 3, tokens: 17925
2026-01-05 02:50:41 - INFO: Verification timed out with the loop bound: assume(i >= 2*x + 2*n + 2);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 2, infer_time: 75.20978911221027, feed_back_iter: 3, tokens: 17925
2026-01-05 02:51:41 - INFO: Verification timed out with the loop bound: assume(i >= 2*x + 2*n + 2);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 3, infer_time: 75.20978911221027, feed_back_iter: 3, tokens: 17925
2026-01-05 02:52:41 - INFO: Const-add verification timed out with the loop bound: assume(i >= 2*x + 2*n + 2);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, const_part: 3, verification_time: 0, infer_time: 75.20978911221027, feed_back_iter: 3, tokens: 17925
2026-01-05 02:54:43 - INFO: Verification timed out with the loop bound: assume(i >= 2*x + 2*n + 4);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 1, infer_time: 61.14471862092614, feed_back_iter: 4, tokens: 14390
