2026-01-11 07:05:37 - INFO: Verification failed with the loop bound: assume(i0 >= x && i1 >= y + (n - y) + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 1, feed_back_iter: 0, verification_time: 0.8610792234539986, infer_time: 1.7844504565000534, tokens: 1639
2026-01-11 07:05:38 - INFO: Verification failed with the loop bound: assume(i0 >= x && i1 >= y + (n - y) + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 2, feed_back_iter: 0, verification_time: 1.1127784438431263, infer_time: 1.7844504565000534, tokens: 1639
2026-01-11 07:05:40 - INFO: Verification failed with the loop bound: assume(i0 >= x && i1 >= y + (n - y) + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 3, feed_back_iter: 0, verification_time: 1.0288085974752903, infer_time: 1.7844504565000534, tokens: 1639
2026-01-11 07:06:40 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= x && i1 >= y + (n - y) + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, const_part: 3, verification_time: 1.0288085974752903, infer_time: 1.7844504565000534, feed_back_iter: 0, tokens: 1639
2026-01-11 07:07:42 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= y + n + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 1, infer_time: 1.7632718905806541, feed_back_iter: 1, tokens: 1824
2026-01-11 07:08:42 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= y + n + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 2, infer_time: 1.7632718905806541, feed_back_iter: 1, tokens: 1824
2026-01-11 07:09:42 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= y + n + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 3, infer_time: 1.7632718905806541, feed_back_iter: 1, tokens: 1824
2026-01-11 07:10:42 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= y + n + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, const_part: 3, verification_time: 0, infer_time: 1.7632718905806541, feed_back_iter: 1, tokens: 1824
2026-01-11 07:11:44 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= 2 * n + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 1, infer_time: 1.6474348790943623, feed_back_iter: 2, tokens: 1943
2026-01-11 07:12:44 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= 2 * n + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 2, infer_time: 1.6474348790943623, feed_back_iter: 2, tokens: 1943
2026-01-11 07:13:44 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= 2 * n + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 3, infer_time: 1.6474348790943623, feed_back_iter: 2, tokens: 1943
