2026-01-07 12:34:45 - INFO: Retrying request to /chat/completions in 0.455419 seconds
2026-01-07 12:35:35 - INFO: Error during lexicographic loop bound format with this answer: , file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, infer_time: 171.2158848196268, feed_back_iter: 0, tokens: 11356
2026-01-07 12:36:20 - INFO: Verification failed with the loop bound: assume(i0 >= x && i1 >= b*y + (1-b)*(2*n - y + 1));, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 1, feed_back_iter: 1, verification_time: 1.0009539872407913, infer_time: 43.75723100826144, tokens: 10439
2026-01-07 12:36:24 - INFO: Verification failed with the loop bound: assume(i0 >= x && i1 >= b*y + (1-b)*(2*n - y + 1));, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 2, feed_back_iter: 1, verification_time: 3.777157034724951, infer_time: 43.75723100826144, tokens: 10439
2026-01-07 12:36:28 - INFO: Verification failed with the loop bound: assume(i0 >= x && i1 >= b*y + (1-b)*(2*n - y + 1));, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 3, feed_back_iter: 1, verification_time: 4.090693727135658, infer_time: 43.75723100826144, tokens: 10439
2026-01-07 12:37:28 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= x && i1 >= b*y + (1-b)*(2*n - y + 1));, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, const_part: 3, verification_time: 4.090693727135658, infer_time: 43.75723100826144, feed_back_iter: 1, tokens: 10439
2026-01-07 12:39:27 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= b*y + (1-b)*(2*n - y + 1));, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 1, infer_time: 58.98020355030894, feed_back_iter: 2, tokens: 13351
2026-01-07 12:40:27 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= b*y + (1-b)*(2*n - y + 1));, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 2, infer_time: 58.98020355030894, feed_back_iter: 2, tokens: 13351
2026-01-07 12:41:27 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= b*y + (1-b)*(2*n - y + 1));, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 3, infer_time: 58.98020355030894, feed_back_iter: 2, tokens: 13351
2026-01-07 12:42:28 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= b*y + (1-b)*(2*n - y + 1));, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, const_part: 3, verification_time: 0, infer_time: 58.98020355030894, feed_back_iter: 2, tokens: 13351
2026-01-07 12:44:28 - INFO: Retrying request to /chat/completions in 0.433412 seconds
2026-01-07 12:46:29 - INFO: Retrying request to /chat/completions in 0.785852 seconds
2026-01-07 12:49:26 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= b*y + (1-b)*(2*n - y + 2));, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 1, infer_time: 358.5451679341495, feed_back_iter: 3, tokens: 25824
2026-01-07 12:50:26 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= b*y + (1-b)*(2*n - y + 2));, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 2, infer_time: 358.5451679341495, feed_back_iter: 3, tokens: 25824
2026-01-07 12:51:26 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= b*y + (1-b)*(2*n - y + 2));, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 3, infer_time: 358.5451679341495, feed_back_iter: 3, tokens: 25824
2026-01-07 12:52:27 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= b*y + (1-b)*(2*n - y + 2));, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, const_part: 3, verification_time: 0, infer_time: 358.5451679341495, feed_back_iter: 3, tokens: 25824
2026-01-07 12:53:44 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= b*y + (1-b)*(n - y + 1));, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 1, infer_time: 17.09054046869278, feed_back_iter: 4, tokens: 5359
2026-01-07 12:54:44 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= b*y + (1-b)*(n - y + 1));, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 2, infer_time: 17.09054046869278, feed_back_iter: 4, tokens: 5359
2026-01-07 12:55:44 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= b*y + (1-b)*(n - y + 1));, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 3, infer_time: 17.09054046869278, feed_back_iter: 4, tokens: 5359
2026-01-07 12:56:44 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= b*y + (1-b)*(n - y + 1));, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, const_part: 3, verification_time: 0, infer_time: 17.09054046869278, feed_back_iter: 4, tokens: 5359
2026-01-07 12:58:37 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= 1 - b && i2 >= (1-b)*(n-y+1) + b*(y+1));, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 1, infer_time: 52.4465655721724, feed_back_iter: 5, tokens: 12884
2026-01-07 12:59:37 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= 1 - b && i2 >= (1-b)*(n-y+1) + b*(y+1));, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 2, infer_time: 52.4465655721724, feed_back_iter: 5, tokens: 12884
2026-01-07 13:00:37 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= 1 - b && i2 >= (1-b)*(n-y+1) + b*(y+1));, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 3, infer_time: 52.4465655721724, feed_back_iter: 5, tokens: 12884
2026-01-07 13:01:37 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= 1 - b && i2 >= (1-b)*(n-y+1) + b*(y+1));, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, const_part: 3, verification_time: 0, infer_time: 52.4465655721724, feed_back_iter: 5, tokens: 12884
2026-01-07 13:03:27 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= 1 - b && i2 >= (1-b)*(n-y) + b*y);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 1, infer_time: 50.34159457683563, feed_back_iter: 6, tokens: 12316
2026-01-07 13:04:28 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= 1 - b && i2 >= (1-b)*(n-y) + b*y);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 2, infer_time: 50.34159457683563, feed_back_iter: 6, tokens: 12316
2026-01-07 13:05:28 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= 1 - b && i2 >= (1-b)*(n-y) + b*y);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 3, infer_time: 50.34159457683563, feed_back_iter: 6, tokens: 12316
2026-01-07 13:06:28 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= 1 - b && i2 >= (1-b)*(n-y) + b*y);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, const_part: 3, verification_time: 0, infer_time: 50.34159457683563, feed_back_iter: 6, tokens: 12316
2026-01-07 13:07:28 - INFO: Verification failed with the loop bound: assume(i0 >= x && i1 >= 1 - b && i2 >= (1-b)*(n-y) + b*y);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 1, feed_back_iter: 7, verification_time: 0.7488073892891407, infer_time: 58.547100100666285, tokens: 12807
2026-01-07 13:07:29 - INFO: Verification failed with the loop bound: assume(i0 >= x && i1 >= 1 - b && i2 >= (1-b)*(n-y) + b*y);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 2, feed_back_iter: 7, verification_time: 1.518102664500475, infer_time: 58.547100100666285, tokens: 12807
2026-01-07 13:07:31 - INFO: Verification failed with the loop bound: assume(i0 >= x && i1 >= 1 - b && i2 >= (1-b)*(n-y) + b*y);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 3, feed_back_iter: 7, verification_time: 1.159821055829525, infer_time: 58.547100100666285, tokens: 12807
2026-01-07 13:08:31 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= x && i1 >= 1 - b && i2 >= (1-b)*(n-y) + b*y);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, const_part: 3, verification_time: 1.159821055829525, infer_time: 58.547100100666285, feed_back_iter: 7, tokens: 12807
2026-01-07 13:10:34 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= 1 - b && i2 >= (1-b)*(n-y) + b*y + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 1, infer_time: 63.27742808684707, feed_back_iter: 8, tokens: 14697
2026-01-07 13:11:34 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= 1 - b && i2 >= (1-b)*(n-y) + b*y + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 2, infer_time: 63.27742808684707, feed_back_iter: 8, tokens: 14697
2026-01-07 13:12:34 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= 1 - b && i2 >= (1-b)*(n-y) + b*y + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 3, infer_time: 63.27742808684707, feed_back_iter: 8, tokens: 14697
2026-01-07 13:13:34 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= 1 - b && i2 >= (1-b)*(n-y) + b*y + 1);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, const_part: 3, verification_time: 0, infer_time: 63.27742808684707, feed_back_iter: 8, tokens: 14697
2026-01-07 13:14:03 - INFO: Lexical loop bound  has already been tried.
2026-01-07 13:16:18 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= 1 - b && i2 >= (1-b)*(n-y) + b*(y+1));, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 1, infer_time: 74.67319433391094, feed_back_iter: 10, tokens: 17479
2026-01-07 13:17:18 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= 1 - b && i2 >= (1-b)*(n-y) + b*(y+1));, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 2, infer_time: 74.67319433391094, feed_back_iter: 10, tokens: 17479
2026-01-07 13:18:18 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= 1 - b && i2 >= (1-b)*(n-y) + b*(y+1));, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 3, infer_time: 74.67319433391094, feed_back_iter: 10, tokens: 17479
2026-01-07 13:19:18 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= 1 - b && i2 >= (1-b)*(n-y) + b*(y+1));, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, const_part: 3, verification_time: 0, infer_time: 74.67319433391094, feed_back_iter: 10, tokens: 17479
2026-01-07 13:20:29 - INFO: Verification failed with the loop bound: assume(i0 >= x + 1 && i1 >= (1-b)*(2*n+3-y) + b*(y+1));, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 1, feed_back_iter: 11, verification_time: 14.351312018930912, infer_time: 56.508352000266314, tokens: 13726
2026-01-07 13:21:29 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= (1-b)*(2*n+3-y) + b*(y+1));, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 2, infer_time: 56.508352000266314, feed_back_iter: 11, tokens: 13726
2026-01-07 13:22:29 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= (1-b)*(2*n+3-y) + b*(y+1));, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 3, infer_time: 56.508352000266314, feed_back_iter: 11, tokens: 13726
2026-01-07 13:23:29 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= (1-b)*(2*n+3-y) + b*(y+1));, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, const_part: 3, verification_time: 14.351312018930912, infer_time: 56.508352000266314, feed_back_iter: 11, tokens: 13726
2026-01-07 13:25:07 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= (1-b)*(2*n-y+1) + b*(y+n+1));, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 1, infer_time: 37.60929738730192, feed_back_iter: 12, tokens: 9283
2026-01-07 13:26:07 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= (1-b)*(2*n-y+1) + b*(y+n+1));, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 2, infer_time: 37.60929738730192, feed_back_iter: 12, tokens: 9283
2026-01-07 13:27:07 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= (1-b)*(2*n-y+1) + b*(y+n+1));, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 3, infer_time: 37.60929738730192, feed_back_iter: 12, tokens: 9283
2026-01-07 13:28:07 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= (1-b)*(2*n-y+1) + b*(y+n+1));, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, const_part: 3, verification_time: 0, infer_time: 37.60929738730192, feed_back_iter: 12, tokens: 9283
2026-01-07 13:28:43 - INFO: Verification failed with the loop bound: assume(i0 >= x + 1 && i1 >= (1-b)*(n-y) + b*y);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 1, feed_back_iter: 13, verification_time: 7.679473750293255, infer_time: 28.338363017886877, tokens: 7408
2026-01-07 13:29:43 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= (1-b)*(n-y) + b*y);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 2, infer_time: 28.338363017886877, feed_back_iter: 13, tokens: 7408
2026-01-07 13:30:43 - INFO: Verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= (1-b)*(n-y) + b*y);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, k: 3, infer_time: 28.338363017886877, feed_back_iter: 13, tokens: 7408
